"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"TLM005","Tillmans","ART_TLM","Photography","Zimmerlinde (Ulm)","2007","Inkjet print","200x140","Tilleul nocturne, paysage urbain.","Série paysages urbains nocturnes.","Photographie paysage","Collection privée","91",""
"TLM006","Tillmans","ART_TLM","Photography","Headlight (a)","2012","Inkjet print","180x140","Phare voiture nuit, abstraction lumineuse.","Période exploration lumière.","Photographie abstraite","Collection privée","88",""
"TLM007","Tillmans","ART_TLM","Photography","Adam, Red Eye","1991","Inkjet print","30x40","Portrait Adam, période early.","Période early communauté.","Photographie portrait communauté","Collections privées","91",""
"TLM008","Tillmans","ART_TLM","Photography","Sound Installation (00)","1990","Light installation","180x250","Sound Installation (00), exécutée par Tillmans en 1990. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 1990, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","85",""
"TLM009","Tillmans","ART_TLM","Photography","Astro Crusto (01)","2015","Light installation","180x250","Astro Crusto (01), exécutée par Tillmans en 2015. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2015, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","70",""
"TLM010","Tillmans","ART_TLM","Photography","Lighter (02)","2003","Light installation","61x51","Lighter (02), exécutée par Tillmans en 2003. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2003, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","76",""
"TLM011","Tillmans","ART_TLM","Photography","Astro Crusto a (03)","1997","C-print, edition","120x180","Astro Crusto a (03), exécutée par Tillmans en 1997. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 1997, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","70",""
"TLM012","Tillmans","ART_TLM","Photography","Sound Installation (04)","1994","Light installation","180x250","Sound Installation (04), exécutée par Tillmans en 1994. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 1994, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Sammlung Goetz","70",""
"TLM013","Tillmans","ART_TLM","Photography","Sound Installation (05)","2007","C-print, edition","180x250","Sound Installation (05), exécutée par Tillmans en 2007. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 2007, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Centre Pompidou","88",""
"TLM014","Tillmans","ART_TLM","Photography","Astro Crusto (06)","2015","C-print, edition","120x180","Astro Crusto (06), exécutée par Tillmans en 2015. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 2015, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","83",""
"TLM015","Tillmans","ART_TLM","Photography","Paper Drop Variant #07","1989","Light installation","30x40","Paper Drop Variant #07, exécutée par Tillmans en 1989. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 1989, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Sammlung Goetz","79",""
"TLM016","Tillmans","ART_TLM","Photography","Paper Drop Variant #08","1991","Light installation","61x51","Paper Drop Variant #08, exécutée par Tillmans en 1991. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 1991, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","77",""
"TLM017","Tillmans","ART_TLM","Photography","Sound Installation (09)","1997","Inkjet print, edition","180x250","Sound Installation (09), exécutée par Tillmans en 1997. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1997, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","75",""
"TLM018","Tillmans","ART_TLM","Photography","Lighter (10)","2012","C-print, edition","120x180","Lighter (10), exécutée par Tillmans en 2012. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 2012, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Sammlung Goetz","76",""
"TLM019","Tillmans","ART_TLM","Photography","Astro Crusto a (11)","1996","Inkjet print, edition","120x180","Astro Crusto a (11), exécutée par Tillmans en 1996. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1996, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","MoMA","84",""
"TLM020","Tillmans","ART_TLM","Photography","Freischwimmer Variant #12","1996","C-print, edition","120x180","Freischwimmer Variant #12, exécutée par Tillmans en 1996. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 1996, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","83",""
"TLM021","Tillmans","ART_TLM","Photography","Astro Crusto (13)","2003","Light installation","30x40","Astro Crusto (13), exécutée par Tillmans en 2003. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2003, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Centre Pompidou","88",""
"TLM022","Tillmans","ART_TLM","Photography","Astro Crusto (14)","2015","Inkjet print, edition","120x180","Astro Crusto (14), exécutée par Tillmans en 2015. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2015, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","75",""
"TLM023","Tillmans","ART_TLM","Photography","Untitled (Portrait)","2006","Light installation","61x51","Untitled (Portrait), exécutée par Tillmans en 2006. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2006, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Sammlung Goetz","78",""
"TLM024","Tillmans","ART_TLM","Photography","Astro Crusto a (16)","2002","C-print, edition","180x250","Astro Crusto a (16), exécutée par Tillmans en 2002. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 2002, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","75",""
"TLM025","Tillmans","ART_TLM","Photography","Astro Crusto a (17)","1989","Inkjet print, edition","30x40","Astro Crusto a (17), exécutée par Tillmans en 1989. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1989, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","81",""
"TLM026","Tillmans","ART_TLM","Photography","Untitled (Portrait)","2015","Inkjet print, edition","61x51","Untitled (Portrait), exécutée par Tillmans en 2015. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2015, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","MoMA","77",""
"TLM027","Tillmans","ART_TLM","Photography","Astro Crusto a (19)","1999","Inkjet print, edition","61x51","Astro Crusto a (19), exécutée par Tillmans en 1999. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1999, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Sammlung Goetz","73",""
"TLM028","Tillmans","ART_TLM","Photography","Paper Drop Variant #20","2006","Inkjet print, edition","30x40","Paper Drop Variant #20, exécutée par Tillmans en 2006. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2006, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","87",""
"TLM029","Tillmans","ART_TLM","Photography","Lighter (21)","2013","Inkjet print, edition","120x180","Lighter (21), exécutée par Tillmans en 2013. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2013, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","73",""
"TLM030","Tillmans","ART_TLM","Photography","Untitled (Portrait)","2002","Light installation","180x250","Untitled (Portrait), exécutée par Tillmans en 2002. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2002, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","80",""
"TLM031","Tillmans","ART_TLM","Photography","Lighter (23)","1998","Inkjet print, edition","120x180","Lighter (23), exécutée par Tillmans en 1998. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1998, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","MoMA","70",""
"TLM032","Tillmans","ART_TLM","Photography","Freischwimmer Variant #24","2019","Inkjet print, edition","120x180","Freischwimmer Variant #24, exécutée par Tillmans en 2019. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2019, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Sammlung Goetz","76",""
"TLM033","Tillmans","ART_TLM","Photography","Astro Crusto (25)","2014","Light installation","61x51","Astro Crusto (25), exécutée par Tillmans en 2014. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2014, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","85",""
"TLM034","Tillmans","ART_TLM","Photography","Lighter (26)","2008","Light installation","180x250","Lighter (26), exécutée par Tillmans en 2008. Œuvre dans le style caractéristique de l'artiste, support light installation.","Période créative 2008, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","82",""
"TLM035","Tillmans","ART_TLM","Photography","Freischwimmer Variant #27","1998","Inkjet print, edition","120x180","Freischwimmer Variant #27, exécutée par Tillmans en 1998. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1998, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Centre Pompidou","75",""
"TLM036","Tillmans","ART_TLM","Photography","Lighter (28)","1999","C-print, edition","180x250","Lighter (28), exécutée par Tillmans en 1999. Œuvre dans le style caractéristique de l'artiste, support c-print, edition.","Période créative 1999, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","85",""
"TLM037","Tillmans","ART_TLM","Photography","Freischwimmer Variant #29","2007","Inkjet print, edition","120x180","Freischwimmer Variant #29, exécutée par Tillmans en 2007. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2007, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","79",""
"TLM038","Tillmans","ART_TLM","Photography","Astro Crusto a (30)","1993","Inkjet print, edition","61x51","Astro Crusto a (30), exécutée par Tillmans en 1993. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1993, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Tate Modern","81",""
"TLM039","Tillmans","ART_TLM","Photography","Astro Crusto a (31)","1992","Inkjet print, edition","180x250","Astro Crusto a (31), exécutée par Tillmans en 1992. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 1992, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","72",""
"TLM040","Tillmans","ART_TLM","Photography","Lighter (32)","2009","Inkjet print, edition","120x180","Lighter (32), exécutée par Tillmans en 2009. Œuvre dans le style caractéristique de l'artiste, support inkjet print, edition.","Période créative 2009, série stylistique caractéristique.","Photographie multidisciplinaire et abstraction","Collections privées","79",""
"NGD001","Nan Goldin","ART_NGD","Photography","Nan and Brian in Bed, NYC","1983","Cibachrome print, edition","76x102","The Ballad of Sexual Dependency, œuvre emblématique.","Œuvre centrale Ballad of Sexual Dependency 1986.","Photographie intime documentaire","MoMA, Whitney Museum","86",""
"NGD002","Nan Goldin","ART_NGD","Photography","Nan One Month After Being Battered","1984","Cibachrome print","76x102","Auto-portrait après agression de son compagnon.","Période violente, dénonciation directe.","Photographie auto-référentielle","MoMA, Tate Modern","90",""
"NGD003","Nan Goldin","ART_NGD","Photography","Self-Portrait in Kimono with Brian","1983","Cibachrome print","76x102","Auto-portrait au kimono.","Période Bowery, NYC.","Photographie intime","Collections privées","90",""
"NGD004","Nan Goldin","ART_NGD","Photography","Honda brothers in Cha-cha-cha club, Bangkok","1992","Cibachrome print","76x102","Communauté drag asiatique.","Série Bangkok, communauté drag asiatique.","Photographie communauté queer","Collections privées","85",""
"NGD005","Nan Goldin","ART_NGD","Photography","Greer and Robert on the bed, NYC","1982","Cibachrome print","76x102","Couple sur le lit, série Ballad.","The Ballad of Sexual Dependency.","Photographie intime","Collections privées","93",""
"NGD006","Nan Goldin","ART_NGD","Photography","Cookie Mueller in pink robe","1982","Cibachrome print","76x102","Cookie Mueller, performeuse iconique.","Cookie Mueller, performeuse John Waters.","Photographie portrait communauté","Collections privées","85",""
"NGD007","Nan Goldin","ART_NGD","Photography","Sister Goldin","1981","Cibachrome print","76x102","Photographie de famille reconstituée.","Référence à sa sœur Barbara, suicide d'enfance.","Photographie intime familiale","Collections privées","93",""
"NGD008","Nan Goldin","ART_NGD","Photography","Misty and Jimmy Paulette in a Taxi","1991","Cibachrome print","76x102","Drag queens dans un taxi NYC.","Période documentation drag NYC.","Photographie communauté queer","Collections privées","89",""
"NGD009","Nan Goldin","ART_NGD","Photography","Nightlife (00)","1983","Inkjet print on paper, edition","120x180","Nightlife (00), exécutée par Nan Goldin en 1983. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 1983, série stylistique caractéristique.","Photographie intime documentaire","MoMA","83",""
"NGD010","Nan Goldin","ART_NGD","Photography","Friends in Bed (01)","2011","Slideshow installation","76x102","Friends in Bed (01), exécutée par Nan Goldin en 2011. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 2011, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","74",""
"NGD011","Nan Goldin","ART_NGD","Photography","Friends in Bed (02)","1986","Cibachrome print, edition","100x150","Friends in Bed (02), exécutée par Nan Goldin en 1986. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1986, série stylistique caractéristique.","Photographie intime documentaire","MoMA","88",""
"NGD012","Nan Goldin","ART_NGD","Photography","Bangkok Series #03","1984","Cibachrome print, edition","120x180","Bangkok Series #03, exécutée par Nan Goldin en 1984. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1984, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","73",""
"NGD013","Nan Goldin","ART_NGD","Photography","Untitled (Couple)","2003","Cibachrome print, edition","120x180","Untitled (Couple), exécutée par Nan Goldin en 2003. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 2003, série stylistique caractéristique.","Photographie intime documentaire","Tate Modern","82",""
"NGD014","Nan Goldin","ART_NGD","Photography","Drag Queen Portrait (05)","2000","Inkjet print on paper, edition","100x150","Drag Queen Portrait (05), exécutée par Nan Goldin en 2000. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2000, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","86",""
"NGD015","Nan Goldin","ART_NGD","Photography","Friends in Bed (06)","1998","Slideshow installation","100x150","Friends in Bed (06), exécutée par Nan Goldin en 1998. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 1998, série stylistique caractéristique.","Photographie intime documentaire","Whitney Museum","79",""
"NGD016","Nan Goldin","ART_NGD","Photography","Friends in Bed (07)","2017","Slideshow installation","76x102","Friends in Bed (07), exécutée par Nan Goldin en 2017. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 2017, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","88",""
"NGD017","Nan Goldin","ART_NGD","Photography","Ballad Variant #08","1988","Cibachrome print, edition","100x150","Ballad Variant #08, exécutée par Nan Goldin en 1988. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1988, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","78",""
"NGD018","Nan Goldin","ART_NGD","Photography","Ballad Variant #09","2018","Inkjet print on paper, edition","100x150","Ballad Variant #09, exécutée par Nan Goldin en 2018. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2018, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","74",""
"NGD019","Nan Goldin","ART_NGD","Photography","Friends in Bed (10)","1986","Cibachrome print, edition","120x180","Friends in Bed (10), exécutée par Nan Goldin en 1986. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1986, série stylistique caractéristique.","Photographie intime documentaire","Tate Modern","81",""
"NGD020","Nan Goldin","ART_NGD","Photography","Ballad Variant #11","1992","Cibachrome print, edition","76x102","Ballad Variant #11, exécutée par Nan Goldin en 1992. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1992, série stylistique caractéristique.","Photographie intime documentaire","Whitney Museum","83",""
"NGD021","Nan Goldin","ART_NGD","Photography","Nightlife (12)","2016","Cibachrome print, edition","100x150","Nightlife (12), exécutée par Nan Goldin en 2016. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 2016, série stylistique caractéristique.","Photographie intime documentaire","Tate Modern","85",""
"NGD022","Nan Goldin","ART_NGD","Photography","Self-Portrait (13)","1988","Inkjet print on paper, edition","76x102","Self-Portrait (13), exécutée par Nan Goldin en 1988. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 1988, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","82",""
"NGD023","Nan Goldin","ART_NGD","Photography","Bowery Series #14","1990","Slideshow installation","76x102","Bowery Series #14, exécutée par Nan Goldin en 1990. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 1990, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","72",""
"NGD024","Nan Goldin","ART_NGD","Photography","Bowery Series #15","1994","Slideshow installation","100x150","Bowery Series #15, exécutée par Nan Goldin en 1994. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 1994, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","72",""
"NGD025","Nan Goldin","ART_NGD","Photography","Nightlife (16)","2003","Inkjet print on paper, edition","76x102","Nightlife (16), exécutée par Nan Goldin en 2003. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2003, série stylistique caractéristique.","Photographie intime documentaire","MoMA","80",""
"NGD026","Nan Goldin","ART_NGD","Photography","Ballad Variant #17","1982","Cibachrome print, edition","76x102","Ballad Variant #17, exécutée par Nan Goldin en 1982. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1982, série stylistique caractéristique.","Photographie intime documentaire","Tate Modern","81",""
"NGD027","Nan Goldin","ART_NGD","Photography","Untitled (Couple)","2019","Slideshow installation","100x150","Untitled (Couple), exécutée par Nan Goldin en 2019. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 2019, série stylistique caractéristique.","Photographie intime documentaire","Tate Modern","80",""
"NGD028","Nan Goldin","ART_NGD","Photography","Ballad Variant #19","2020","Inkjet print on paper, edition","76x102","Ballad Variant #19, exécutée par Nan Goldin en 2020. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2020, série stylistique caractéristique.","Photographie intime documentaire","Whitney Museum","81",""
"NGD029","Nan Goldin","ART_NGD","Photography","Bangkok Series #20","1986","Cibachrome print, edition","120x180","Bangkok Series #20, exécutée par Nan Goldin en 1986. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1986, série stylistique caractéristique.","Photographie intime documentaire","MoMA","78",""
"NGD030","Nan Goldin","ART_NGD","Photography","Nightlife (21)","2007","Inkjet print on paper, edition","120x180","Nightlife (21), exécutée par Nan Goldin en 2007. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2007, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","82",""
"NGD031","Nan Goldin","ART_NGD","Photography","Friends in Bed (22)","1979","Cibachrome print, edition","120x180","Friends in Bed (22), exécutée par Nan Goldin en 1979. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1979, série stylistique caractéristique.","Photographie intime documentaire","MoMA","73",""
"NGD032","Nan Goldin","ART_NGD","Photography","Self-Portrait (23)","1987","Cibachrome print, edition","76x102","Self-Portrait (23), exécutée par Nan Goldin en 1987. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 1987, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","80",""
"NGD033","Nan Goldin","ART_NGD","Photography","Nightlife (24)","1991","Slideshow installation","76x102","Nightlife (24), exécutée par Nan Goldin en 1991. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 1991, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","71",""
"NGD034","Nan Goldin","ART_NGD","Photography","Ballad Variant #25","2012","Cibachrome print, edition","100x150","Ballad Variant #25, exécutée par Nan Goldin en 2012. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 2012, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","82",""
"NGD035","Nan Goldin","ART_NGD","Photography","Bowery Series #26","2003","Inkjet print on paper, edition","120x180","Bowery Series #26, exécutée par Nan Goldin en 2003. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2003, série stylistique caractéristique.","Photographie intime documentaire","Centre Pompidou","85",""
"NGD036","Nan Goldin","ART_NGD","Photography","Self-Portrait (27)","2012","Inkjet print on paper, edition","120x180","Self-Portrait (27), exécutée par Nan Goldin en 2012. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2012, série stylistique caractéristique.","Photographie intime documentaire","MoMA","71",""
"NGD037","Nan Goldin","ART_NGD","Photography","Nightlife (28)","2015","Inkjet print on paper, edition","100x150","Nightlife (28), exécutée par Nan Goldin en 2015. Œuvre dans le style caractéristique de l'artiste, support inkjet print on paper, edition.","Période créative 2015, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","80",""
"NGD038","Nan Goldin","ART_NGD","Photography","Ballad Variant #29","1994","Slideshow installation","76x102","Ballad Variant #29, exécutée par Nan Goldin en 1994. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 1994, série stylistique caractéristique.","Photographie intime documentaire","Tate Modern","84",""
"NGD039","Nan Goldin","ART_NGD","Photography","Nightlife (30)","1987","Slideshow installation","76x102","Nightlife (30), exécutée par Nan Goldin en 1987. Œuvre dans le style caractéristique de l'artiste, support slideshow installation.","Période créative 1987, série stylistique caractéristique.","Photographie intime documentaire","Whitney Museum","74",""
"NGD040","Nan Goldin","ART_NGD","Photography","Bowery Series #31","2001","Cibachrome print, edition","76x102","Bowery Series #31, exécutée par Nan Goldin en 2001. Œuvre dans le style caractéristique de l'artiste, support cibachrome print, edition.","Période créative 2001, série stylistique caractéristique.","Photographie intime documentaire","Collections privées","72",""
"JDF001","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","A Vortex of Pillows","2013","Oil and oilstick on canvas","200x200","Composition gestuelle abstraction lyrique. Vendue 720K€ Phillips 2022.","Période Gagosian apogée.","Abstraction lyrique post-2018","Collections privées","91",""
"JDF002","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Sapphire Yawning","2013","Oil on canvas","200x230","Composition gestuelle bleue intense.","Période Pippy Houldsworth.","Abstraction lyrique","Collection privée","87",""
"JDF003","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Myths of Pleasure (B)","2013","Oil and oilstick on canvas","180x230","Composition gestuelle, série Myths of Pleasure.","Période Gagosian.","Abstraction lyrique gestuelle","Collection privée","94",""
"JDF004","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","In a Pillow with Crashing Waves","2013","Oil on canvas","180x230","Période apogée gestuelle abstraction.","Période Gagosian commerciale.","Abstraction lyrique","Collection privée","88",""
"JDF005","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Crashing into the Realm of Indecision","2014","Oil and oilstick on canvas","200x300","Composition gestuelle ample.","Période Hepworth Wakefield show.","Abstraction lyrique grande échelle","Collection institutionnelle","88",""
"JDF006","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Vortex Variant #00","2015","Oil on canvas","240x300","Vortex Variant #00, exécutée par Jade Fadojutimi en 2015. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2015, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","88",""
"JDF007","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Wave Series #01","2015","Oil on canvas","240x300","Wave Series #01, exécutée par Jade Fadojutimi en 2015. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2015, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","73",""
"JDF008","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #02","2015","Oil and oilstick on canvas","240x300","Pleasure Series #02, exécutée par Jade Fadojutimi en 2015. Œuvre dans le style caractéristique de l'artiste, support oil and oilstick on canvas.","Période créative 2015, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","83",""
"JDF009","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Wave Series #03","2016","Watercolor on paper","240x300","Wave Series #03, exécutée par Jade Fadojutimi en 2016. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2016, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","84",""
"JDF010","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Lyrical Abstraction)","2016","Oil on canvas","200x300","Untitled (Lyrical Abstraction), exécutée par Jade Fadojutimi en 2016. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2016, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","71",""
"JDF011","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Wave Series #05","2016","Watercolor on paper","200x300","Wave Series #05, exécutée par Jade Fadojutimi en 2016. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2016, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","71",""
"JDF012","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pillow Series #06","2016","Oil on canvas","180x230","Pillow Series #06, exécutée par Jade Fadojutimi en 2016. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2016, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","72",""
"JDF013","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Lyrical Abstraction)","2017","Watercolor on paper","200x300","Untitled (Lyrical Abstraction), exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","81",""
"JDF014","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Vortex Variant #08","2017","Oil on canvas","240x300","Vortex Variant #08, exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","71",""
"JDF015","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Lyrical Abstraction)","2017","Watercolor on paper","200x300","Untitled (Lyrical Abstraction), exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","70",""
"JDF016","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Pastel)","2017","Watercolor on paper","240x300","Untitled (Pastel), exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","73",""
"JDF017","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Composition (Oil and Oilstick)","2017","Watercolor on paper","180x230","Composition (Oil and Oilstick), exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","85",""
